tile,n0,n1,n2,n3,n4,n5
8772,92606,92607,92605,92604,92603,92602
8773,92609,92611,92610,92612,92613,92608
8774,92616,92617,92618,92619,92615,92614
8775,92623,92622,92624,92625,92621,92620
8776,92628,92629,92630,92631,92627,92626
8777,92635,92634,92636,92637,92633,92632
8778,92642,92643,92641,92640,92639,92638
8779,92645,92647,92646,92648,92649,92644
8780,92651,92655,92654,92653,92652,92650
8781,92659,92658,92660,92661,92657,92656
8782,92664,92665,92666,92667,92663,92662
8783,92671,92670,92672,92673,92669,92668
8784,92678,92679,92677,92676,92675,92674
8785,92681,92683,92682,92684,92685,92680
8786,92688,92689,92690,92691,92687,92686
8787,92695,92694,92696,92697,92693,92692
8788,92700,92701,92702,92703,92699,92698
8789,92707,92706,92708,92709,92705,92704
8790,92714,92715,92713,92712,92711,92710
8791,92717,92719,92718,92720,92721,92716
8792,92723,92727,92726,92725,92724,92722
8793,92729,92733,92732,92731,92730,92728
8794,92735,92739,92738,92737,92736,92734
8795,92743,92742,92744,92745,92741,92740
8796,92750,92751,92749,92748,92747,92746
8797,92753,92755,92754,92756,92757,92752
8798,92759,92763,92762,92761,92760,92758
8799,92767,92766,92768,92769,92765,92764
8800,92772,92773,92774,92775,92771,92770
8801,92779,92778,92780,92781,92777,92776
8802,92786,92787,92785,92784,92783,92782
8803,92789,92791,92790,92792,92793,92788
8804,92795,92799,92798,92797,92796,92794
8805,92801,92805,92804,92803,92802,92800
8806,92807,92811,92810,92809,92808,92806
8807,92815,92814,92816,92817,92813,92812
8808,92822,92823,92821,92820,92819,92818
8809,92825,92827,92826,92828,92829,92824
8810,92832,92833,92834,92835,92831,92830
8811,92839,92838,92840,92841,92837,92836
8812,92844,92845,92846,92847,92843,92842
8813,92851,92850,92852,92853,92849,92848
8814,92858,92859,92857,92856,92855,92854
8815,92861,92863,92862,92864,92865,92860
8816,92868,92869,92870,92871,92867,92866
8817,92873,92877,92876,92875,92874,92872
8818,92879,92883,92882,92881,92880,92878
8819,92887,92886,92888,92889,92885,92884
8820,92894,92895,92893,92892,92891,92890
8821,92897,92899,92898,92900,92901,92896
8822,92903,92907,92906,92905,92904,92902
8823,92911,92910,92912,92913,92909,92908
8824,92916,92917,92918,92919,92915,92914
8825,92923,92922,92924,92925,92921,92920
8826,92930,92931,92929,92928,92927,92926
8827,92933,92935,92934,92936,92937,92932
8828,92939,92943,92942,92941,92940,92938
8829,92947,92946,92948,92949,92945,92944
8830,92952,92953,92954,92955,92951,92950
8831,92959,92958,92960,92961,92957,92956
8832,92966,92967,92965,92964,92963,92962
8833,92969,92971,92970,92972,92973,92968
8834,92975,92979,92978,92977,92976,92974
8835,92983,92982,92984,92985,92981,92980
8836,92988,92989,92990,92991,92987,92986
8837,92995,92994,92996,92997,92993,92992
8838,93002,93003,93001,93000,92999,92998
8839,93005,93007,93006,93008,93009,93004
8840,93011,93015,93014,93013,93012,93010
8841,93017,93021,93020,93019,93018,93016
8842,93023,93027,93026,93025,93024,93022
8843,93031,93030,93032,93033,93029,93028
8844,93038,93039,93037,93036,93035,93034
8845,93041,93043,93042,93044,93045,93040
8846,93048,93049,93050,93051,93047,93046
8847,93055,93054,93056,93057,93053,93052
8848,93060,93061,93062,93063,93059,93058
8849,93067,93066,93068,93069,93065,93064
8850,93074,93075,93073,93072,93071,93070
8851,93077,93079,93078,93080,93081,93076
8852,93083,93087,93086,93085,93084,93082
8853,93091,93090,93092,93093,93089,93088
8854,93096,93097,93098,93099,93095,93094
8855,93103,93102,93104,93105,93101,93100
8856,93110,93111,93109,93108,93107,93106
8857,93113,93115,93114,93116,93117,93112
8858,93120,93121,93122,93123,93119,93118
8859,93127,93126,93128,93129,93125,93124
8860,93132,93133,93134,93135,93131,93130
8861,93139,93138,93140,93141,93137,93136
8862,93146,93147,93145,93144,93143,93142
8863,93149,93151,93150,93152,93153,93148
8864,93155,93159,93158,93157,93156,93154
8865,93161,93165,93164,93163,93162,93160
8866,93167,93171,93170,93169,93168,93166
8867,93175,93174,93176,93177,93173,93172
8868,93182,93183,93181,93180,93179,93178
8869,93185,93187,93186,93188,93189,93184
8870,93191,93195,93194,93193,93192,93190
8871,93199,93198,93200,93201,93197,93196
8872,93204,93205,93206,93207,93203,93202
8873,93211,93210,93212,93213,93209,93208
8874,93218,93219,93217,93216,93215,93214
8875,93221,93223,93222,93224,93225,93220
8876,93227,93231,93230,93229,93228,93226
8877,93233,93237,93236,93235,93234,93232
8878,93239,93243,93242,93241,93240,93238
8879,93247,93246,93248,93249,93245,93244
8880,93254,93255,93253,93252,93251,93250
8881,93257,93259,93258,93260,93261,93256
8882,93264,93265,93266,93267,93263,93262
8883,93271,93270,93272,93273,93269,93268
8884,93276,93277,93278,93279,93275,93274
8885,93283,93282,93284,93285,93281,93280
8886,93290,93291,93289,93288,93287,93286
8887,93293,93295,93294,93296,93297,93292
8888,93300,93301,93302,93303,93299,93298
8889,93305,93309,93308,93307,93306,93304
8890,93311,93315,93314,93313,93312,93310
8891,93319,93318,93320,93321,93317,93316
8892,93326,93327,93325,93324,93323,93322
8893,93329,93331,93330,93332,93333,93328
8894,93336,93337,93338,93339,93335,93334
8895,93341,93345,93344,93343,93342,93340
8896,93347,93351,93350,93349,93348,93346
8897,93355,93354,93356,93357,93353,93352
8898,93362,93363,93361,93360,93359,93358
8899,93365,93367,93366,93368,93369,93364
8900,93372,93373,93374,93375,93371,93370
8901,93377,93381,93380,93379,93378,93376
8902,93383,93387,93386,93385,93384,93382
8903,93391,93390,93392,93393,93389,93388
8904,93398,93399,93397,93396,93395,93394
8905,93401,93403,93402,93404,93405,93400
8906,93408,93409,93410,93411,93407,93406
8907,93413,93417,93416,93415,93414,93412
8908,93419,93423,93422,93421,93420,93418
8909,93427,93426,93428,93429,93425,93424
8910,93434,93435,93433,93432,93431,93430
8911,93437,93439,93438,93440,93441,93436
8912,93443,93447,93446,93445,93444,93442
8913,93449,93453,93452,93451,93450,93448
8914,93455,93459,93458,93457,93456,93454
8915,93463,93462,93464,93465,93461,93460
8916,93470,93471,93469,93468,93467,93466
8917,93473,93475,93474,93476,93477,93472
8918,93480,93481,93482,93483,93479,93478
8919,93487,93486,93488,93489,93485,93484
8920,93492,93493,93494,93495,93491,93490
8921,93499,93498,93500,93501,93497,93496
8922,93506,93507,93505,93504,93503,93502
8923,93509,93511,93510,93512,93513,93508
8924,93516,93517,93518,93519,93515,93514
8925,93521,93525,93524,93523,93522,93520
8926,93527,93531,93530,93529,93528,93526
8927,93535,93534,93536,93537,93533,93532
8928,93542,93543,93541,93540,93539,93538
8929,93545,93547,93546,93548,93549,93544
8930,93552,93553,93554,93555,93551,93550
8931,93559,93558,93560,93561,93557,93556
8932,93564,93565,93566,93567,93563,93562
8933,93571,93570,93572,93573,93569,93568
8934,93578,93579,93577,93576,93575,93574
8935,93581,93583,93582,93584,93585,93580
8936,93587,93591,93590,93589,93588,93586
8937,93593,93597,93596,93595,93594,93592
8938,93599,93603,93602,93601,93600,93598
8939,93607,93606,93608,93609,93605,93604
8940,93614,93615,93613,93612,93611,93610
8941,93617,93619,93618,93620,93621,93616
8942,93623,93627,93626,93625,93624,93622
8943,93631,93630,93632,93633,93629,93628
8944,93636,93637,93638,93639,93635,93634
8945,93643,93642,93644,93645,93641,93640
8946,93650,93651,93649,93648,93647,93646
8947,93653,93655,93654,93656,93657,93652
8948,93659,93663,93662,93661,93660,93658
8949,93665,93669,93668,93667,93666,93664
8950,93671,93675,93674,93673,93672,93670
8951,93679,93678,93680,93681,93677,93676
8952,93686,93687,93685,93684,93683,93682
8953,93688,93689,93690,93691,-1,-1
8954,93694,93693,93695,93692,-1,-1
8955,93697,93699,93698,93700,93701,93696
8956,93704,93705,93706,93707,93703,93702
8957,93709,93713,93712,93711,93710,93708
8958,93715,93719,93718,93717,93716,93714
8959,93723,93722,93724,93725,93721,93720
8960,93730,93731,93729,93728,93727,93726
8961,93733,93735,93734,93736,93737,93732
8962,93740,93741,93742,93743,93739,93738
8963,93745,93749,93748,93747,93746,93744
8964,93751,93755,93754,93753,93752,93750
8965,93759,93758,93760,93761,93757,93756
8966,93766,93767,93765,93764,93763,93762
8967,93773,93775,93774,93776,93777,93772
8968,93780,93781,93782,93783,93779,93778
8969,93787,93786,93788,93789,93785,93784
8970,93792,93793,93794,93795,93791,93790
8971,93799,93798,93800,93801,93797,93796
8972,93806,93807,93805,93804,93803,93802
8973,93809,93811,93810,93812,93813,93808
8974,93815,93819,93818,93817,93816,93814
8975,93823,93822,93824,93825,93821,93820
8976,93828,93829,93830,93831,93827,93826
8977,93835,93834,93836,93837,93833,93832
8978,93842,93843,93841,93840,93839,93838
8979,93845,93847,93846,93848,93849,93844
8980,93852,93853,93854,93855,93851,93850
8981,93859,93858,93860,93861,93857,93856
8982,93864,93865,93866,93867,93863,93862
8983,93871,93870,93872,93873,93869,93868
8984,93878,93879,93877,93876,93875,93874
8985,93881,93883,93882,93884,93885,93880
8986,93887,93891,93890,93889,93888,93886
8987,93893,93897,93896,93895,93894,93892
8988,93899,93903,93902,93901,93900,93898
8989,93907,93906,93908,93909,93905,93904
8990,93914,93915,93913,93912,93911,93910
8991,93917,93919,93918,93920,93921,93916
8992,93923,93927,93926,93925,93924,93922
8993,93931,93930,93932,93933,93929,93928
8994,93936,93937,93938,93939,93935,93934
8995,93943,93942,93944,93945,93941,93940
8996,93950,93951,93949,93948,93947,93946
8997,93953,93955,93954,93956,93957,93952
8998,93959,93963,93962,93961,93960,93958
8999,93965,93969,93968,93967,93966,93964
9000,93971,93975,93974,93973,93972,93970
9001,93979,93978,93980,93981,93977,93976
9002,93986,93987,93985,93984,93983,93982
9003,93989,93991,93990,93992,93993,93988
9004,93996,93997,93998,93999,93995,93994
9005,94003,94002,94004,94005,94001,94000
9006,94008,94009,94010,94011,94007,94006
9007,94015,94014,94016,94017,94013,94012
9008,94022,94023,94021,94020,94019,94018
9009,94025,94027,94026,94028,94029,94024
9010,94031,94035,94034,94033,94032,94030
9011,94039,94038,94040,94041,94037,94036
9012,94044,94045,94046,94047,94043,94042
9013,94051,94050,94052,94053,94049,94048
9014,94058,94059,94057,94056,94055,94054
9015,94061,94063,94062,94064,94065,94060
9016,94068,94069,94070,94071,94067,94066
9017,94073,94077,94076,94075,94074,94072
9018,94079,94083,94082,94081,94080,94078
9019,94087,94086,94088,94089,94085,94084
9020,94094,94095,94093,94092,94091,94090
9021,94097,94099,94098,94100,94101,94096
9022,94104,94105,94106,94107,94103,94102
9023,94109,94113,94112,94111,94110,94108
9024,94115,94119,94118,94117,94116,94114
9025,94123,94122,94124,94125,94121,94120
9026,94130,94131,94129,94128,94127,94126
9027,94133,94135,94134,94136,94137,94132
9028,94140,94141,94142,94143,94139,94138
9029,94145,94149,94148,94147,94146,94144
9030,94151,94155,94154,94153,94152,94150
9031,94159,94158,94160,94161,94157,94156
9032,94166,94167,94165,94164,94163,94162
9033,94169,94171,94170,94172,94173,94168
9034,94175,94179,94178,94177,94176,94174
9035,94181,94185,94184,94183,94182,94180
9036,94187,94191,94190,94189,94188,94186
9037,94195,94194,94196,94197,94193,94192
9038,94202,94203,94201,94200,94199,94198
9039,94205,94207,94206,94208,94209,94204
9040,94212,94213,94214,94215,94211,94210
9041,94219,94218,94220,94221,94217,94216
9042,94224,94225,94226,94227,94223,94222
9043,94231,94230,94232,94233,94229,94228
9044,94238,94239,94237,94236,94235,94234
9045,94241,94243,94242,94244,94245,94240
9046,94248,94249,94250,94251,94247,94246
9047,94253,94257,94256,94255,94254,94252
9048,94259,94263,94262,94261,94260,94258
9049,94267,94266,94268,94269,94265,94264
9050,94274,94275,94273,94272,94271,94270
9051,94277,94279,94278,94280,94281,94276
9052,94284,94285,94286,94287,94283,94282
9053,94291,94290,94292,94293,94289,94288
9054,94296,94297,94298,94299,94295,94294
9055,94303,94302,94304,94305,94301,94300
9056,94310,94311,94309,94308,94307,94306
9057,94313,94315,94314,94316,94317,94312
9058,94319,94323,94322,94321,94320,94318
9059,94325,94329,94328,94327,94326,94324
9060,94331,94335,94334,94333,94332,94330
9061,94339,94338,94340,94341,94337,94336
9062,94346,94347,94345,94344,94343,94342
9063,94349,94351,94350,94352,94353,94348
9064,94355,94359,94358,94357,94356,94354
9065,94363,94362,94364,94365,94361,94360
9066,94368,94369,94370,94371,94367,94366
9067,94375,94374,94376,94377,94373,94372
9068,94382,94383,94381,94380,94379,94378
9069,94385,94387,94386,94388,94389,94384
9070,94391,94395,94394,94393,94392,94390
9071,94397,94401,94400,94399,94398,94396
9072,94403,94407,94406,94405,94404,94402
9073,94411,94410,94412,94413,94409,94408
9074,94418,94419,94417,94416,94415,94414
9075,94421,94423,94422,94424,94425,94420
9076,94428,94429,94430,94431,94427,94426
9077,94435,94434,94436,94437,94433,94432
9078,94440,94441,94442,94443,94439,94438
9079,94447,94446,94448,94449,94445,94444
9080,94454,94455,94453,94452,94451,94450
9081,94457,94459,94458,94460,94461,94456
9082,94464,94465,94466,94467,94463,94462
9083,94469,94473,94472,94471,94470,94468
9084,94475,94479,94478,94477,94476,94474
9085,94483,94482,94484,94485,94481,94480
9086,94490,94491,94489,94488,94487,94486
9087,94493,94495,94494,94496,94497,94492
9088,94499,94503,94502,94501,94500,94498
9089,94507,94506,94508,94509,94505,94504
9090,94512,94513,94514,94515,94511,94510
9091,94519,94518,94520,94521,94517,94516
9092,94526,94527,94525,94524,94523,94522
9093,94529,94531,94530,94532,94533,94528
9094,94535,94539,94538,94537,94536,94534
9095,94543,94542,94544,94545,94541,94540
9096,94548,94549,94550,94551,94547,94546
9097,94555,94554,94556,94557,94553,94552
9098,94562,94563,94561,94560,94559,94558
9099,94565,94567,94566,94568,94569,94564
9100,94571,94575,94574,94573,94572,94570
9101,94579,94578,94580,94581,94577,94576
9102,94584,94585,94586,94587,94583,94582
9103,94591,94590,94592,94593,94589,94588
9104,94598,94599,94597,94596,94595,94594
9105,94601,94603,94602,94604,94605,94600
9106,94607,94611,94610,94609,94608,94606
9107,94613,94617,94616,94615,94614,94612
9108,94619,94623,94622,94621,94620,94618
9109,94627,94626,94628,94629,94625,94624
9110,94634,94635,94633,94632,94631,94630
9111,94637,94639,94638,94640,94641,94636
9112,94644,94645,94646,94647,94643,94642
9113,94651,94650,94652,94653,94649,94648
9114,94656,94657,94658,94659,94655,94654
9115,94663,94662,94664,94665,94661,94660
9116,94670,94671,94669,94668,94667,94666
9117,94673,94675,94674,94676,94677,94672
9118,94680,94681,94682,94683,94679,94678
9119,94685,94689,94688,94687,94686,94684
9120,94691,94695,94694,94693,94692,94690
9121,94699,94698,94700,94701,94697,94696
9122,94706,94707,94705,94704,94703,94702
9123,94709,94711,94710,94712,94713,94708
9124,94716,94717,94718,94719,94715,94714
9125,94723,94722,94724,94725,94721,94720
9126,94728,94729,94730,94731,94727,94726
9127,94735,94734,94736,94737,94733,94732
9128,94742,94743,94741,94740,94739,94738
9129,94745,94747,94746,94748,94749,94744
9130,94751,94755,94754,94753,94752,94750
9131,94757,94761,94760,94759,94758,94756
9132,94763,94767,94766,94765,94764,94762
9133,94771,94770,94772,94773,94769,94768
9134,94778,94779,94777,94776,94775,94774
9135,94781,94783,94782,94784,94785,94780
9136,94787,94791,94790,94789,94788,94786
9137,94795,94794,94796,94797,94793,94792
9138,94800,94801,94802,94803,94799,94798
9139,94807,94806,94808,94809,94805,94804
9140,94814,94815,94813,94812,94811,94810
9141,94817,94819,94818,94820,94821,94816
9142,94823,94827,94826,94825,94824,94822
9143,94829,94833,94832,94831,94830,94828
9144,94835,94839,94838,94837,94836,94834
9145,94843,94842,94844,94845,94841,94840
9146,94850,94851,94849,94848,94847,94846
9147,94853,94855,94854,94856,94857,94852
9148,94860,94861,94862,94863,94859,94858
9149,94867,94866,94868,94869,94865,94864
9150,94872,94873,94874,94875,94871,94870
9151,94879,94878,94880,94881,94877,94876
9152,94886,94887,94885,94884,94883,94882
9153,94889,94891,94890,94892,94893,94888
9154,94896,94897,94898,94899,94895,94894
9155,94901,94905,94904,94903,94902,94900
9156,94907,94911,94910,94909,94908,94906
9157,94915,94914,94916,94917,94913,94912
9158,94922,94923,94921,94920,94919,94918
9159,94925,94927,94926,94928,94929,94924
9160,94932,94933,94934,94935,94931,94930
9161,94937,94941,94940,94939,94938,94936
9162,94943,94947,94946,94945,94944,94942
9163,94951,94950,94952,94953,94949,94948
9164,94958,94959,94957,94956,94955,94954
9165,94961,94963,94962,94964,94965,94960
9166,94968,94969,94970,94971,94967,94966
9167,94973,94977,94976,94975,94974,94972
9168,94979,94983,94982,94981,94980,94978
9169,94987,94986,94988,94989,94985,94984
9170,94994,94995,94993,94992,94991,94990
9171,94997,94999,94998,95000,95001,94996
9172,95003,95007,95006,95005,95004,95002
9173,95011,95010,95012,95013,95009,95008
9174,95016,95017,95018,95019,95015,95014
9175,95023,95022,95024,95025,95021,95020
9176,95030,95031,95029,95028,95027,95026
9177,95033,95035,95034,95036,95037,95032
9178,95039,95043,95042,95041,95040,95038
9179,95045,95049,95048,95047,95046,95044
9180,95051,95055,95054,95053,95052,95050
9181,95059,95058,95060,95061,95057,95056
9182,95066,95067,95065,95064,95063,95062
9183,95069,95071,95070,95072,95073,95068
9184,95076,95077,95078,95079,95075,95074
9185,95083,95082,95084,95085,95081,95080
9186,95088,95089,95090,95091,95087,95086
9187,95095,95094,95096,95097,95093,95092
9188,95102,95103,95101,95100,95099,95098
9189,95109,95108,95110,95111,-1,-1
9190,95114,95115,95113,95112,-1,-1
9191,95117,95119,95118,95120,95121,95116
9192,95123,95127,95126,95125,95124,95122
9193,95129,95133,95132,95131,95130,95128
9194,95135,95139,95138,95137,95136,95134
9195,95143,95142,95144,95145,95141,95140
9196,95150,95151,95149,95148,95147,95146
9197,95153,95155,95154,95156,95157,95152
9198,95160,95161,95162,95163,95159,95158
9199,95167,95166,95168,95169,95165,95164
9200,95172,95173,95174,95175,95171,95170
9201,95179,95178,95180,95181,95177,95176
9202,95186,95187,95185,95184,95183,95182
9203,95189,95191,95190,95192,95193,95188
9204,95195,95199,95198,95197,95196,95194
9205,95203,95202,95204,95205,95201,95200
